Date,Close/Last,Volume,Open,High,Low
12/31/2018,$39.435,137997560,$39.6325,$39.84,$39.12
12/28/2018,$39.0575,166962400,$39.375,$39.63,$38.6375
12/27/2018,$39.0375,206435400,$38.96,$39.1925,$37.5175
12/26/2018,$39.2925,232535400,$37.075,$39.3075,$36.68
12/24/2018,$36.7075,148676920,$37.0375,$37.8875,$36.6475
12/21/2018,$37.6825,381991600,$39.215,$39.54,$37.4075
12/20/2018,$39.2075,257592920,$40.10,$40.5275,$38.825
12/19/2018,$40.2225,190390680,$41.50,$41.8625,$39.7725
12/18/2018,$41.5175,135013960,$41.345,$41.8825,$41.0975
12/17/2018,$40.985,173001680,$41.3625,$42.0875,$40.6825
12/14/2018,$41.37,162481440,$42.25,$42.27,$41.32
12/13/2018,$42.7375,127016840,$42.6225,$43.1425,$42.3875
12/12/2018,$42.275,141898720,$42.60,$42.98,$42.255
12/11/2018,$42.1575,183872160,$42.915,$42.9475,$41.75
12/10/2018,$42.40,247036000,$41.25,$42.5225,$40.8325
12/07/2018,$42.1225,166714720,$43.3725,$43.6225,$42.075
12/06/2018,$43.68,170819640,$42.94,$43.695,$42.605
12/04/2018,$44.1725,164565000,$45.2375,$45.5975,$44.0675
12/03/2018,$46.205,162150800,$46.115,$46.235,$45.3025
11/30/2018,$44.645,157697040,$45.0725,$45.0825,$44.2575
11/29/2018,$44.8875,166094320,$45.665,$45.70,$44.425
11/28/2018,$45.235,183767000,$44.1825,$45.3225,$43.7325
11/27/2018,$43.56,164624560,$42.8775,$43.6925,$42.72
11/26/2018,$43.655,178649280,$43.56,$43.7375,$42.565
11/23/2018,$43.0725,94495880,$43.735,$44.1488,$43.025
11/21/2018,$44.195,124384960,$44.9325,$45.0675,$44.1375
11/20/2018,$44.245,270714720,$44.5925,$45.3675,$43.8775
11/19/2018,$46.465,166507280,$47.50,$47.675,$46.2475
11/16/2018,$48.3825,144765320,$47.625,$48.7424,$47.365
11/15/2018,$47.8525,185086640,$47.0975,$47.9925,$46.725
11/14/2018,$46.70,242189360,$48.475,$48.62,$46.4825
11/13/2018,$48.0575,186902840,$47.9075,$49.295,$47.8625
11/12/2018,$48.5425,203964120,$49.75,$49.9625,$48.4475
11/09/2018,$51.1175,137271040,$51.3875,$51.5025,$50.5625
11/08/2018,$52.1225,101157080,$52.495,$52.53,$51.6875
11/07/2018,$52.4875,133166560,$51.4925,$52.515,$51.0325
11/06/2018,$50.9425,127098880,$50.48,$51.18,$50.4225
11/05/2018,$50.3975,264288680,$51.075,$51.0975,$49.5425
11/02/2018,$51.87,364186240,$52.3875,$53.4125,$51.3575
11/01/2018,$55.555,211816280,$54.7625,$55.59,$54.2025
10/31/2018,$54.715,152067240,$54.22,$55.1125,$54.155
10/30/2018,$53.325,145951720,$52.7875,$53.795,$52.3175
10/29/2018,$53.06,182854760,$54.7975,$54.9225,$51.5225
10/26/2018,$54.075,188766800,$53.975,$55.0475,$53.1675
10/25/2018,$54.95,116109360,$54.4275,$55.345,$54.1875
10/24/2018,$53.7725,159968480,$55.65,$56.0575,$53.635
10/23/2018,$55.6825,154724680,$53.9575,$55.8125,$53.675
10/22/2018,$55.1625,115006160,$54.9475,$55.84,$54.735
10/19/2018,$54.8275,131497320,$54.515,$55.315,$54.3575
10/18/2018,$54.005,129557120,$54.465,$54.935,$53.25
10/17/2018,$55.2975,90771520,$55.575,$55.66,$54.835
10/16/2018,$55.5375,115210200,$54.7325,$55.7475,$54.1907
10/15/2018,$54.34,121121800,$55.29,$55.4575,$54.3175
10/12/2018,$55.5275,157979080,$55.105,$55.72,$54.21
10/11/2018,$53.6125,211609280,$53.63,$54.875,$53.08
10/10/2018,$54.09,164336280,$56.365,$56.5875,$54.0125
10/09/2018,$56.7175,106626520,$55.91,$56.8175,$55.5615
10/08/2018,$55.9425,115138200,$55.5525,$56.20,$55.05
10/05/2018,$56.0725,134031080,$56.99,$57.1025,$55.145
10/04/2018,$56.9975,127844480,$57.695,$58.0875,$56.6825
10/03/2018,$58.0175,114161960,$57.5125,$58.3675,$57.445
10/02/2018,$57.32,97740040,$56.8125,$57.50,$56.6575
10/01/2018,$56.815,92684080,$56.9875,$57.355,$56.5875
09/28/2018,$56.435,90241760,$56.1975,$56.46,$56.005
09/27/2018,$56.2375,118917080,$55.955,$56.61,$55.885
09/26/2018,$55.105,93721480,$55.25,$55.9375,$54.94
09/25/2018,$55.5475,91244560,$54.9375,$55.705,$54.925
09/24/2018,$55.1975,110325080,$54.205,$55.315,$54.1575
09/21/2018,$54.415,382336320,$55.195,$55.34,$54.3225
09/20/2018,$55.0075,105552200,$55.06,$55.57,$54.7875
09/19/2018,$54.5925,107479520,$54.625,$54.905,$53.825
09/18/2018,$54.56,125982520,$54.4475,$55.4625,$54.28
09/17/2018,$54.47,147240480,$55.5375,$55.7375,$54.3175
09/14/2018,$55.96,127207880,$56.4375,$56.71,$55.6305
09/13/2018,$56.6025,165645400,$55.88,$57.0875,$55.6425
09/12/2018,$55.2675,196474040,$56.235,$56.25,$54.96
09/11/2018,$55.9625,142578040,$54.5025,$56.0748,$54.14
09/10/2018,$54.5825,156778880,$55.2375,$55.4625,$54.1175
09/07/2018,$55.325,149675640,$55.4625,$56.3425,$55.1775
09/06/2018,$55.775,136484960,$56.5575,$56.8375,$55.325
09/05/2018,$56.7175,133163320,$57.2475,$57.4175,$56.275
09/04/2018,$57.09,109455840,$57.1025,$57.295,$56.6575
08/31/2018,$56.9075,172710160,$56.6275,$57.2175,$56.50
08/30/2018,$56.2575,194787840,$55.8125,$57.065,$55.60
08/29/2018,$55.745,108297040,$55.0375,$55.8725,$54.8525
08/28/2018,$54.925,91005560,$54.7525,$55.135,$54.73
08/27/2018,$54.485,81603080,$54.2875,$54.685,$54.0825
08/24/2018,$54.04,73830880,$54.15,$54.225,$53.7775
08/23/2018,$53.8725,74023120,$53.6625,$54.2625,$53.65
08/22/2018,$53.7625,75863720,$53.525,$54.09,$53.46
08/21/2018,$53.76,102730800,$54.20,$54.2975,$53.5063
08/20/2018,$53.865,120597640,$54.525,$54.795,$53.7775
08/17/2018,$54.395,140137640,$53.36,$54.4875,$53.29
08/16/2018,$53.33,110381240,$52.9375,$53.453,$52.8675
08/15/2018,$52.56,114380920,$52.305,$52.685,$52.0825
08/14/2018,$52.4375,82717080,$52.5388,$52.64,$52.065
08/13/2018,$52.2175,103458040,$51.925,$52.738,$51.925
08/10/2018,$51.8825,98369840,$51.84,$52.275,$51.6675
08/09/2018,$52.22,93558120,$51.82,$52.445,$51.80
08/08/2018,$51.8125,89975000,$51.5125,$51.9525,$51.13
08/07/2018,$51.7775,102102600,$52.33,$52.375,$51.69
08/06/2018,$52.2675,101584400,$52.00,$52.3125,$51.7675
08/03/2018,$51.9975,133632200,$51.7575,$52.185,$51.3701
08/02/2018,$51.8475,249269720,$50.145,$52.095,$50.0875
08/01/2018,$50.375,271249120,$49.7825,$50.44,$49.3275
07/31/2018,$47.5725,151389040,$47.575,$48.035,$47.335
07/30/2018,$47.4775,83651560,$47.975,$48.05,$47.2675
07/27/2018,$47.745,95901400,$48.7475,$48.7975,$47.525
07/26/2018,$48.5525,76020600,$48.6525,$48.99,$48.4025
07/25/2018,$48.705,66214000,$48.265,$48.7125,$48.1075
07/24/2018,$48.25,74723720,$48.1125,$48.415,$48.0125
07/23/2018,$47.9025,63823280,$47.67,$47.99,$47.39
07/20/2018,$47.86,82683320,$47.945,$48.1075,$47.5425
07/19/2018,$47.97,80728200,$47.4225,$48.1375,$47.4225
07/18/2018,$47.60,65462880,$47.945,$47.95,$47.4825
07/17/2018,$47.8625,62060000,$47.4375,$47.9675,$47.30
07/16/2018,$47.7275,60039200,$47.88,$48.1625,$47.6037
07/13/2018,$47.8325,50027320,$47.77,$47.96,$47.725
07/12/2018,$47.7575,72000720,$47.3825,$47.8525,$47.3275
07/11/2018,$46.97,75105560,$47.125,$47.445,$46.9025
07/10/2018,$47.5875,63205480,$47.6775,$47.82,$47.545
07/09/2018,$47.645,78545560,$47.375,$47.67,$47.325
07/06/2018,$46.9925,69704640,$46.355,$47.1085,$46.30
07/05/2018,$46.35,66175520,$46.315,$46.6025,$46.07
07/03/2018,$45.98,55819240,$46.9475,$46.9875,$45.885
07/02/2018,$46.795,70700840,$45.955,$46.825,$45.855
06/29/2018,$46.2775,90206640,$46.5725,$46.7975,$45.7275
06/28/2018,$46.375,69409520,$46.025,$46.5525,$45.95
06/27/2018,$46.04,99949040,$46.307,$46.82,$46.0075
06/26/2018,$46.1075,97513920,$45.7475,$46.6325,$45.635
06/25/2018,$45.5425,126529280,$45.85,$46.23,$45.1825
06/22/2018,$46.23,108740520,$46.53,$46.5375,$46.175
06/21/2018,$46.365,102596960,$46.8125,$47.0875,$46.235
06/20/2018,$46.625,81960360,$46.5875,$46.80,$46.4325
06/19/2018,$46.4225,134154200,$46.285,$46.5825,$45.8625
06/18/2018,$47.185,73833640,$46.97,$47.305,$46.80
06/15/2018,$47.21,245753160,$47.5075,$47.54,$47.065
06/14/2018,$47.70,86338880,$47.8875,$47.8925,$47.555
06/13/2018,$47.675,85920480,$48.105,$48.22,$47.61
06/12/2018,$48.07,67436080,$47.8462,$48.1527,$47.7875
06/11/2018,$47.8075,72279720,$47.8375,$47.9925,$47.5525
06/08/2018,$47.925,106322840,$47.7925,$48.00,$47.4425
06/07/2018,$48.365,85316680,$48.535,$48.55,$48.0838
06/06/2018,$48.495,83651280,$48.4075,$48.52,$47.98
06/05/2018,$48.3275,86142280,$48.2662,$48.485,$48.09
06/04/2018,$47.9575,104762480,$47.9087,$48.355,$47.8375
06/01/2018,$47.56,93510760,$46.9978,$47.565,$46.9375
05/31/2018,$46.7175,109874800,$46.805,$47.0575,$46.535
05/30/2018,$46.875,74013640,$46.93,$47.00,$46.695
05/29/2018,$46.975,89636440,$46.90,$47.1875,$46.7175
05/25/2018,$47.145,68747040,$47.0575,$47.4125,$46.9125
05/24/2018,$47.0375,92517600,$47.1925,$47.21,$46.5525
05/23/2018,$47.09,79866360,$46.5875,$47.125,$46.44
05/22/2018,$46.79,60913080,$47.0938,$47.22,$46.695
05/21/2018,$46.9075,73532320,$47.00,$47.3175,$46.7276
