Date,Close/Last,Volume,Open,High,Low
12/29/2017,$42.3075,103755040,$42.63,$42.6475,$42.305
12/28/2017,$42.77,65649080,$42.75,$42.9625,$42.62
12/27/2017,$42.65,85909520,$42.525,$42.695,$42.4275
12/26/2017,$42.6425,132453360,$42.70,$42.8675,$42.4198
12/22/2017,$43.7525,65358760,$43.67,$43.856,$43.625
12/21/2017,$43.7525,83394640,$43.5425,$44.005,$43.525
12/20/2017,$43.5875,93805680,$43.7175,$43.855,$43.3125
12/19/2017,$43.635,109574640,$43.7575,$43.8475,$43.5225
12/18/2017,$44.105,117542600,$43.72,$44.30,$43.715
12/15/2017,$43.4925,160488400,$43.4075,$43.5425,$43.115
12/14/2017,$43.055,81770960,$43.10,$43.2825,$42.9125
12/13/2017,$43.0675,93610040,$43.125,$43.385,$43.00
12/12/2017,$42.925,76352680,$43.0375,$43.0975,$42.8653
12/11/2017,$43.1675,137043560,$42.30,$43.2225,$42.1975
12/08/2017,$42.3425,93143040,$42.6225,$42.75,$42.205
12/07/2017,$42.33,102624440,$42.2575,$42.61,$42.2275
12/06/2017,$42.2525,113591240,$41.875,$42.5512,$41.615
12/05/2017,$42.41,109262120,$42.265,$42.88,$42.10
12/04/2017,$42.45,130050320,$43.12,$43.155,$42.4075
12/01/2017,$42.7625,158940440,$42.4875,$42.9175,$42.125
11/30/2017,$42.9625,165938160,$42.6075,$43.035,$42.11
11/29/2017,$42.37,165836480,$43.1575,$43.23,$41.79
11/28/2017,$43.2675,105548960,$43.575,$43.7175,$42.965
11/27/2017,$43.5225,82364360,$43.7625,$43.77,$43.335
11/24/2017,$43.7425,56106680,$43.775,$43.875,$43.6615
11/22/2017,$43.74,102234720,$43.34,$43.75,$43.2625
11/21/2017,$43.285,100188520,$42.695,$43.425,$42.695
11/20/2017,$42.495,64166200,$42.5725,$42.64,$42.39
11/17/2017,$42.5375,87536040,$42.76,$42.8475,$42.41
11/16/2017,$42.775,94394600,$42.795,$42.9675,$42.575
11/15/2017,$42.27,115992880,$42.4925,$42.5799,$42.095
11/14/2017,$42.835,98733400,$43.26,$43.37,$42.795
11/13/2017,$43.4925,67825160,$43.375,$43.625,$43.35
11/10/2017,$43.6675,100518040,$43.7775,$43.845,$43.5675
11/09/2017,$43.97,117690440,$43.7775,$44.0238,$43.285
11/08/2017,$44.06,97435680,$43.665,$44.06,$43.5825
11/07/2017,$43.7025,97328480,$43.4775,$43.8125,$43.40
11/06/2017,$43.5625,139081920,$43.0913,$43.7475,$42.93
11/03/2017,$43.125,237328840,$43.50,$43.565,$42.78
11/02/2017,$42.0275,158672400,$41.91,$42.125,$41.32
11/01/2017,$41.7225,133931880,$42.4675,$42.485,$41.4025
10/31/2017,$42.26,143118080,$41.975,$42.4125,$41.735
10/30/2017,$41.68,178605680,$40.9725,$42.0175,$40.93
10/27/2017,$40.7625,177551080,$39.8225,$40.90,$39.675
10/26/2017,$39.3525,67666600,$39.3075,$39.4574,$39.195
10/25/2017,$39.1025,84702680,$39.2275,$39.3875,$38.8175
10/24/2017,$39.275,70534920,$39.0725,$39.355,$39.05
10/23/2017,$39.0425,87555720,$39.2225,$39.4225,$38.875
10/20/2017,$39.0625,95630160,$39.1525,$39.4375,$38.99
10/19/2017,$38.995,169429680,$39.1875,$39.27,$38.755
10/18/2017,$39.94,65011400,$40.105,$40.1775,$39.90
10/17/2017,$40.1175,75878800,$39.945,$40.2175,$39.8075
10/16/2017,$39.97,96373200,$39.475,$40.00,$39.4125
10/13/2017,$39.2475,65471120,$39.1825,$39.32,$39.1025
10/12/2017,$39.00,65522280,$39.0875,$39.3425,$38.9325
10/11/2017,$39.1375,67445800,$38.9925,$39.245,$38.9375
10/10/2017,$38.975,62414080,$39.0138,$39.50,$38.775
10/09/2017,$38.96,64972320,$38.9525,$39.1825,$38.8713
10/06/2017,$38.825,68895160,$38.7425,$38.8725,$38.64
10/05/2017,$38.8475,84863480,$38.545,$38.86,$38.5125
10/04/2017,$38.37,80355760,$38.4075,$38.465,$38.115
10/03/2017,$38.62,64867200,$38.5025,$38.7725,$38.4775
10/02/2017,$38.4525,74526160,$38.565,$38.6125,$38.18
09/29/2017,$38.53,104818680,$38.3025,$38.5325,$38.00
09/28/2017,$38.32,87933640,$38.4725,$38.57,$38.175
09/27/2017,$38.5575,101609080,$38.45,$38.6797,$38.385
09/26/2017,$38.285,143631080,$37.945,$38.48,$37.9225
09/25/2017,$37.6375,177464560,$37.4975,$37.9575,$37.29
09/22/2017,$37.9725,186301640,$38.005,$38.0675,$37.64
09/21/2017,$38.3475,149400240,$38.95,$38.95,$38.1875
09/20/2017,$39.0175,208504960,$39.475,$39.565,$38.4575
09/19/2017,$39.6825,82262480,$39.8775,$39.9425,$39.61
09/18/2017,$39.6675,112630520,$40.0275,$40.125,$39.4988
09/15/2017,$39.97,195384240,$39.6175,$40.2425,$39.50
09/14/2017,$39.57,94549240,$39.7475,$39.85,$39.5225
09/13/2017,$39.9125,179465120,$39.9675,$39.99,$39.4775
09/12/2017,$40.215,286298240,$40.6525,$40.99,$39.6925
09/11/2017,$40.375,126027560,$40.125,$40.5125,$39.9725
09/08/2017,$39.6575,113646960,$40.215,$40.2875,$39.6325
09/07/2017,$40.315,87620640,$40.5225,$40.56,$40.09
09/06/2017,$40.4775,86441200,$40.6775,$40.7475,$40.13
09/05/2017,$40.52,117967640,$40.9375,$41.0625,$40.14
09/01/2017,$41.0125,66257360,$41.20,$41.235,$40.9075
08/31/2017,$41.00,106919760,$40.91,$41.13,$40.87
08/30/2017,$40.8375,108863080,$40.95,$40.9725,$40.6525
08/29/2017,$40.7275,117804200,$40.025,$40.78,$40.00
08/28/2017,$40.3675,102599560,$40.035,$40.50,$39.9825
08/25/2017,$39.965,100738400,$39.9125,$40.14,$39.8175
08/24/2017,$39.8175,79128680,$40.1075,$40.185,$39.6375
08/23/2017,$39.995,77507760,$39.7675,$40.1175,$39.72
08/22/2017,$39.945,86259560,$39.5575,$40.00,$39.505
08/21/2017,$39.3025,105320280,$39.375,$39.4725,$38.7775
08/18/2017,$39.375,109567800,$39.465,$39.875,$39.18
08/17/2017,$39.465,109511840,$40.13,$40.1775,$39.46
08/16/2017,$40.2375,110429480,$40.485,$40.6275,$40.0375
08/15/2017,$40.40,117510520,$40.165,$40.5487,$40.035
08/14/2017,$39.9625,88299040,$39.83,$40.0525,$39.6875
08/11/2017,$39.37,104835880,$39.15,$39.6432,$39.0175
08/10/2017,$38.83,158544760,$39.975,$40.00,$38.6575
08/09/2017,$40.265,104241720,$39.815,$40.3175,$39.7775
08/08/2017,$40.02,144509960,$39.65,$40.4575,$39.5675
08/07/2017,$39.7025,87309600,$39.265,$39.73,$39.1675
08/04/2017,$39.0975,82059240,$39.0175,$39.35,$38.9225
08/03/2017,$38.8925,106416560,$39.2625,$39.3025,$38.755
08/02/2017,$39.285,278905760,$39.82,$39.9375,$39.04
08/01/2017,$37.5125,134676080,$37.275,$37.555,$37.1025
07/31/2017,$37.1825,78761680,$37.475,$37.5825,$37.0325
07/28/2017,$37.375,68771080,$37.4725,$37.5575,$37.2975
07/27/2017,$37.64,129719080,$38.4375,$38.4975,$36.825
07/26/2017,$38.365,62596480,$38.3375,$38.4825,$38.265
07/25/2017,$38.185,75193000,$37.95,$38.46,$37.95
07/24/2017,$38.0225,85865480,$37.645,$38.11,$37.475
07/21/2017,$37.5675,100445240,$37.4975,$37.61,$37.22
07/20/2017,$37.585,68681960,$37.875,$37.935,$37.5475
07/19/2017,$37.755,83439320,$37.62,$37.855,$37.4875
07/18/2017,$37.52,71348520,$37.30,$37.5325,$37.1675
07/17/2017,$37.39,95062840,$37.205,$37.725,$37.1425
07/14/2017,$37.26,80468280,$36.9925,$37.3325,$36.8325
07/13/2017,$36.9425,100322000,$36.375,$37.1225,$36.36
07/12/2017,$36.435,99335200,$36.4675,$36.545,$36.205
07/11/2017,$36.3825,74588880,$36.1825,$36.4625,$36.095
07/10/2017,$36.265,84322320,$36.0275,$36.4875,$35.8425
07/07/2017,$36.045,74108000,$35.725,$36.1875,$35.725
07/06/2017,$35.6825,96441320,$35.755,$35.875,$35.6025
07/05/2017,$36.0225,86201080,$35.9225,$36.1975,$35.6809
07/03/2017,$35.875,57111400,$36.22,$36.325,$35.775
06/30/2017,$36.005,91947840,$36.1125,$36.24,$35.945
06/29/2017,$35.92,125802080,$36.1775,$36.2825,$35.57
06/28/2017,$36.4575,88211680,$36.1225,$36.5275,$35.79
06/27/2017,$35.9325,98900840,$36.2525,$36.54,$35.905
06/26/2017,$36.455,102698000,$36.7925,$37.07,$36.345
06/23/2017,$36.57,141685240,$36.2825,$36.79,$36.2775
06/22/2017,$36.4075,76328680,$36.4425,$36.675,$36.28
06/21/2017,$36.4675,84990360,$36.38,$36.5173,$36.1525
06/20/2017,$36.2525,99511800,$36.7175,$36.7175,$36.235
06/19/2017,$36.585,128814560,$35.915,$36.685,$35.915
06/16/2017,$35.5675,201058160,$35.945,$36.125,$35.55
06/15/2017,$36.0725,126571600,$35.83,$36.12,$35.5525
06/14/2017,$36.29,125818360,$36.875,$36.875,$35.96
06/13/2017,$36.6475,136356760,$36.79,$36.8625,$36.2875
06/12/2017,$36.355,288750840,$36.435,$36.5225,$35.6275
06/09/2017,$37.245,259131640,$38.7975,$38.7975,$36.505
06/08/2017,$38.7475,84576160,$38.8125,$38.885,$38.60
06/07/2017,$38.8425,84070240,$38.755,$38.995,$38.62
06/06/2017,$38.6125,106367400,$38.475,$38.9525,$38.445
06/05/2017,$38.4825,101110720,$38.585,$38.6125,$38.365
06/02/2017,$38.8625,110860560,$38.395,$38.8625,$38.2225
06/01/2017,$38.295,65534440,$38.2925,$38.3325,$38.055
05/31/2017,$38.19,97811000,$38.4925,$38.5425,$38.095
05/30/2017,$38.4175,80474480,$38.355,$38.6075,$38.3325
05/26/2017,$38.4025,87580080,$38.50,$38.56,$38.3275
05/25/2017,$38.4675,76871240,$38.4325,$38.5875,$38.2575
05/24/2017,$38.335,76807280,$38.46,$38.5425,$38.1675
05/23/2017,$38.45,79624680,$38.725,$38.725,$38.3275
05/22/2017,$38.4975,91722520,$38.50,$38.645,$38.2275
05/19/2017,$38.265,107571400,$38.345,$38.495,$38.1575
05/18/2017,$38.135,134080600,$37.8175,$38.335,$37.7825
05/17/2017,$37.5625,202697120,$38.40,$38.6425,$37.4275
05/16/2017,$38.8675,79977080,$38.985,$39.015,$38.68
05/15/2017,$38.925,103649080,$39.0025,$39.1625,$38.7625
05/12/2017,$39.025,129975080,$38.675,$39.105,$38.6675
05/11/2017,$38.4875,108945160,$38.1125,$38.5175,$38.0775
05/10/2017,$38.315,103116240,$38.4075,$38.485,$38.0275
05/09/2017,$38.4975,155631760,$38.4675,$38.72,$38.3625
05/08/2017,$38.2525,194681760,$37.2575,$38.425,$37.2575
05/05/2017,$37.24,109019400,$36.69,$37.245,$36.69
05/04/2017,$36.6325,93383880,$36.63,$36.785,$36.4525
05/03/2017,$36.765,182318960,$36.3975,$36.8725,$36.0675
05/02/2017,$36.8775,176731720,$36.885,$37.0225,$36.71
05/01/2017,$36.645,133993080,$36.275,$36.80,$36.24
04/28/2017,$35.9125,83133840,$36.0225,$36.075,$35.8175
04/27/2017,$35.9475,56794640,$35.9808,$36.04,$35.8275
04/26/2017,$35.92,79992200,$36.1175,$36.15,$35.8441
04/25/2017,$36.1325,73302880,$35.9775,$36.225,$35.9675
04/24/2017,$35.91,68470840,$35.875,$35.9875,$35.795
04/21/2017,$35.5675,69163600,$35.61,$35.67,$35.4625
04/20/2017,$35.61,93176160,$35.305,$35.73,$35.29
04/19/2017,$35.17,69208640,$35.47,$35.50,$35.1125
