Date,Close/Last,Volume,Open,High,Low
12/31/2019,$73.4125,100990520,$72.4825,$73.42,$72.38
12/30/2019,$72.88,144238440,$72.365,$73.1725,$71.305
12/27/2019,$72.45,146371760,$72.78,$73.4925,$72.03
12/26/2019,$72.4775,93336000,$71.205,$72.495,$71.175
12/24/2019,$71.0675,48478840,$71.1725,$71.2225,$70.7299
12/23/2019,$71.00,98711520,$70.1325,$71.0625,$70.0934
12/20/2019,$69.86,276130960,$70.5575,$70.6625,$69.64
12/19/2019,$70.005,98507800,$69.875,$70.295,$69.7375
12/18/2019,$69.935,116098760,$69.95,$70.475,$69.78
12/17/2019,$70.1025,114303200,$69.8925,$70.4425,$69.70
12/16/2019,$69.965,128324440,$69.25,$70.1975,$69.245
12/13/2019,$68.7875,133731240,$67.865,$68.825,$67.7325
12/12/2019,$67.865,137748160,$66.945,$68.14,$66.8303
12/11/2019,$67.6925,78893560,$67.2025,$67.775,$67.125
12/10/2019,$67.12,90529520,$67.15,$67.5175,$66.465
12/09/2019,$66.73,128730600,$67.50,$67.70,$66.2275
12/06/2019,$67.6775,106189960,$66.87,$67.75,$66.825
12/05/2019,$66.395,74645360,$65.9475,$66.4725,$65.6825
12/04/2019,$65.435,67241560,$65.2675,$65.8275,$65.17
12/03/2019,$64.8625,117509080,$64.5775,$64.8825,$64.0725
12/02/2019,$66.04,94774200,$66.8175,$67.0625,$65.8625
11/29/2019,$66.8125,46617440,$66.65,$67.00,$66.475
11/27/2019,$66.96,65544480,$66.395,$66.995,$66.3275
11/26/2019,$66.0725,105339520,$66.735,$66.79,$65.625
11/25/2019,$66.5925,84118080,$65.6775,$66.61,$65.63
11/22/2019,$65.445,65325040,$65.6475,$65.795,$65.21
11/21/2019,$65.5025,121395120,$65.9225,$66.0012,$65.295
11/20/2019,$65.7975,106439680,$66.385,$66.5208,$65.10
11/19/2019,$66.5725,76278400,$66.975,$67.00,$66.3482
11/18/2019,$66.775,86803600,$66.45,$66.8575,$66.0575
11/15/2019,$66.44,100374680,$65.92,$66.445,$65.7525
11/14/2019,$65.66,89582240,$65.9375,$66.22,$65.525
11/13/2019,$66.1175,103270360,$65.2825,$66.195,$65.2675
11/12/2019,$65.49,87388920,$65.3875,$65.6975,$65.23
11/11/2019,$65.55,82029840,$64.575,$65.6175,$64.57
11/08/2019,$65.035,70082000,$64.6725,$65.11,$64.2125
11/07/2019,$64.8575,94940320,$64.685,$65.0875,$64.5275
11/06/2019,$64.31,75864480,$64.1925,$64.3725,$63.8413
11/05/2019,$64.2825,79897720,$64.2625,$64.5475,$64.08
11/04/2019,$64.375,103271800,$64.3325,$64.4613,$63.845
11/01/2019,$63.955,151125320,$62.385,$63.9825,$62.29
10/31/2019,$62.19,139162080,$61.81,$62.2925,$59.315
10/30/2019,$60.815,124522080,$61.19,$61.325,$60.3025
10/29/2019,$60.8225,142839480,$62.2425,$62.4375,$60.6425
10/28/2019,$62.2625,96572960,$61.855,$62.3125,$61.68
10/25/2019,$61.645,73477200,$60.79,$61.6825,$60.72
10/24/2019,$60.895,71665040,$61.1275,$61.20,$60.4513
10/23/2019,$60.795,79730200,$60.525,$60.81,$60.305
10/22/2019,$59.99,90736000,$60.29,$60.55,$59.9055
10/21/2019,$60.1275,89469920,$59.38,$60.2475,$59.33
